,Nikkiso,Osram 4.7 mW,Osram 42 mW,CIS,Stanely
Wavelength(nm),Intensity,Intensity,Intensity,Intensity,Intensity
,,,,,
553.14,1.53452E-09,2.25788E-11,3.53368E-09,-1.12894E-10,-4.51576E-11
553.73,1.48962E-09,2.59698E-10,1.80472E-09,1.69368E-10,6.77473E-11
554.32,-6.77539E-10,4.06746E-10,3.23555E-09,-1.35582E-10,1.50647E-11
554.91,1.17421E-09,2.71119E-10,4.06258E-09,1.0167E-10,3.76555E-11
555.49,1.21965E-09,2.37285E-10,2.55852E-09,3.1638E-10,9.79272E-11
556.08,1.31121E-09,4.07152E-10,2.78685E-09,2.26195E-11,2.63895E-10
556.67,1.13154E-09,1.58502E-10,2.18657E-09,3.05682E-10,1.13216E-10
557.26,1.40349E-09,7.92726E-11,9.05035E-10,1.6987E-10,3.69939E-10
557.84,-1.90325E-09,5.44083E-10,2.34015E-09,-6.12093E-10,-6.04537E-11
558.43,1.13323E-09,1.24724E-10,2.56741E-09,1.5874E-10,6.80312E-11
559.02,1.54231E-09,2.26935E-10,4.00504E-09,7.94273E-11,1.28597E-10
559.61,2.72401E-10,2.7255E-10,4.5378E-09,5.67813E-11,9.08501E-11
560.20,6.3566E-10,1.02216E-10,2.72293E-09,1.93074E-10,-3.78577E-11
560.78,1.36309E-09,3.1823E-10,3.10331E-09,1.7048E-10,9.09228E-11
561.37,1.54499E-09,1.36397E-10,9.08372E-10,3.40993E-11,6.06209E-11
561.96,1.09064E-09,1.81872E-10,3.10377E-09,1.25037E-10,-5.83507E-10
562.55,8.64014E-10,2.27497E-10,2.42412E-09,-7.96239E-11,-8.34156E-11
563.14,1.22772E-09,1.7061E-10,2.57544E-09,-3.4122E-11,-3.03307E-10
563.72,1.09153E-09,3.86797E-10,3.5609E-09,1.36516E-10,3.0337E-11
564.31,1.31887E-09,2.1614E-10,2.65161E-09,-7.96307E-11,2.65436E-10
564.90,5.00238E-10,2.04755E-10,2.87875E-09,2.1613E-10,6.06682E-11
565.49,1.00046E-09,9.10005E-11,2.80294E-09,8.87255E-10,9.10005E-11
566.08,1.22686E-09,3.63713E-10,2.42224E-09,9.09283E-11,7.57736E-11
566.67,1.72685E-09,-6.82026E-11,2.72528E-09,5.68355E-11,7.57807E-11
567.26,7.72631E-10,1.81895E-10,3.25558E-09,1.13685E-11,8.33687E-11
567.84,1.27263E-09,1.02321E-10,3.0286E-09,1.1369E-11,-2.2738E-11
568.43,8.17801E-10,4.09125E-10,6.81169E-10,2.7275E-10,1.51528E-11
569.02,5.91184E-10,9.10013E-11,2.87872E-09,-2.27503E-11,-1.13752E-10
569.61,7.27378E-10,4.54861E-11,2.49914E-09,0,-2.2743E-11
570.20,4.5476E-10,2.04754E-10,3.10601E-09,1.02377E-10,7.5835E-12
570.79,1.27414E-09,1.70737E-10,1.21287E-09,0,-1.51766E-11
571.38,1.22886E-09,2.7323E-10,2.95693E-09,1.48E-10,3.56717E-10
571.97,1.2742E-09,2.16277E-10,2.72909E-09,1.1383E-11,-4.5532E-11
572.55,9.55666E-10,2.61814E-10,1.66781E-09,1.13832E-10,-7.58881E-12
573.14,2.27789E-10,5.01412E-10,-1.66964E-09,1.93727E-10,-6.07772E-11
573.73,9.11598E-10,2.28025E-10,1.97417E-09,-1.25414E-10,-1.67218E-10
574.32,5.473E-10,1.82534E-10,2.43126E-09,6.84501E-11,3.04223E-11
574.91,1.4142E-09,-2.054E-10,2.88782E-09,4.56444E-11,1.67363E-10
575.50,1.46062E-09,2.28348E-11,1.82489E-09,1.59843E-10,-1.4462E-10
576.09,8.22549E-10,2.0575E-10,-2.81662E-09,1.37167E-10,-2.28611E-11
576.68,9.59486E-10,2.74289E-10,1.90281E-09,-5.14292E-10,-6.09532E-11
577.27,1.87358E-09,9.14445E-11,3.12112E-09,9.14445E-11,7.62037E-11
577.86,1.23477E-09,2.51666E-10,2.66642E-09,3.88938E-10,5.18584E-10
578.45,4.57622E-10,2.06043E-10,3.2018E-09,0,-4.57874E-11
579.04,-2.28805E-10,3.20503E-10,2.05824E-09,4.57861E-11,3.05241E-11
579.63,8.24284E-10,1.03092E-10,2.5937E-09,5.72733E-11,1.52729E-11
580.22,6.41331E-10,-2.29172E-10,1.60255E-09,1.37503E-10,-6.87517E-11
580.80,1.14543E-09,1.60449E-10,1.8318E-09,1.14606E-10,3.8202E-11
581.39,1.09991E-09,1.49027E-10,1.45056E-09,-5.73182E-11,-7.64243E-12
581.98,4.58588E-10,1.1471E-10,2.13903E-09,1.26181E-10,1.9883E-10
582.57,-1.97519E-09,2.7576E-10,2.83126E-09,-4.3662E-10,-6.89399E-11
583.16,5.97147E-10,1.26389E-10,2.90776E-09,1.03409E-10,-1.30219E-10
583.75,6.43153E-10,1.49385E-10,1.6071E-09,-6.89471E-11,3.83039E-11
584.34,6.89797E-10,5.75146E-11,2.83445E-09,-2.30058E-11,7.66861E-12
584.93,1.19758E-09,1.84344E-10,2.14845E-09,1.61301E-10,6.1448E-11
585.52,1.24361E-09,5.76063E-11,1.68803E-09,6.91275E-11,-7.68083E-11
586.11,1.42944E-09,3.69091E-10,2.1508E-09,1.38409E-10,1.07652E-10
586.70,6.46167E-10,2.309E-10,1.23019E-09,6.92701E-11,1.6163E-10
587.29,3.23494E-10,1.04037E-10,1.69367E-09,1.84955E-10,1.84955E-10
587.88,6.47354E-10,1.15662E-10,1.69462E-09,8.09636E-11,2.46746E-10
588.47,9.72117E-10,1.73688E-10,3.00747E-09,-5.78959E-11,6.94751E-11
589.06,7.88088E-10,6.95754E-11,1.54452E-09,1.85534E-10,1.3142E-10
589.65,4.64087E-11,1.50911E-10,2.01006E-09,1.16085E-10,1.08346E-10
590.25,9.29134E-10,1.51067E-10,1.31563E-09,4.06719E-10,1.78182E-10
590.84,5.11675E-10,1.97801E-10,1.70475E-09,-8.14476E-11,2.32707E-11
591.43,9.31255E-10,2.56236E-10,2.24944E-09,1.98E-10,-1.08706E-10
592.02,1.2121E-09,2.56547E-10,2.95112E-09,1.28274E-10,6.21933E-11
592.61,7.0179E-10,1.63841E-10,1.09114E-09,1.87247E-10,7.02175E-11
593.20,5.15952E-10,2.93315E-10,-3.28173E-09,7.03957E-11,7.82175E-11
593.79,-1.12751E-09,6.8158E-10,2.11306E-09,1.52768E-10,0
594.38,6.58708E-10,1.88306E-10,2.03787E-09,4.70764E-11,-9.41529E-11
594.97,5.6505E-10,3.06237E-10,1.88258E-09,9.42267E-11,1.09931E-10
595.56,7.54919E-10,3.54062E-10,1.10039E-09,-3.54062E-11,5.50764E-11
596.15,5.67019E-10,2.12749E-10,9.44571E-10,8.27357E-11,1.57592E-11
596.74,1.22987E-09,3.07637E-10,2.20639E-09,4.73288E-11,1.34098E-10
597.33,5.68362E-10,1.77711E-10,1.49911E-09,1.18474E-10,-3.94913E-11
597.92,9.0098E-10,1.10312E-09,5.60863E-09,1.18615E-10,-3.08399E-10
598.52,1.33E-09,2.49512E-10,2.29471E-09,2.13867E-10,8.7131E-11
599.11,4.7575E-11,7.14016E-11,9.51036E-10,1.07102E-10,1.5867E-11
599.70,6.67013E-10,9.29563E-10,2.22229E-09,1.9068E-10,5.56149E-11
600.29,9.54342E-10,1.90973E-10,2.06673E-09,1.4323E-10,4.45604E-10
600.88,5.2597E-10,2.27248E-10,-3.90302E-09,2.27248E-10,3.98681E-11
601.47,4.3094E-10,2.03611E-10,1.11671E-09,-1.55703E-10,4.79085E-11
602.06,1.43885E-10,2.51936E-10,1.27835E-09,3.59909E-11,-3.19919E-11
602.65,3.36197E-10,2.52286E-10,5.60056E-10,3.9645E-10,9.61091E-11
603.25,3.84758E-10,2.16545E-10,1.44214E-09,-7.21817E-11,2.40606E-11
603.84,1.30125E-09,-1.20553E-11,1.20428E-09,2.41105E-10,1.04479E-10
604.43,9.65176E-10,1.32785E-10,2.65294E-09,-4.82853E-11,4.82853E-11
605.02,1.44981E-10,-1.93415E-10,2.6567E-09,-1.20884E-11,1.61179E-11
605.61,9.6805E-10,3.14789E-10,2.01579E-09,7.26436E-11,8.87866E-11
606.20,1.01782E-09,2.42471E-11,8.07399E-10,0,-8.08236E-12
606.80,3.88381E-10,2.18584E-10,2.10271E-09,1.45723E-10,-4.12882E-10
607.39,-4.86196E-11,1.33777E-10,1.78185E-09,-3.64847E-11,5.91864E-10
607.98,6.81293E-10,2.43452E-10,1.216E-09,8.52084E-11,-3.24603E-11
608.57,6.82423E-10,1.34121E-10,1.29922E-09,1.58507E-10,7.31569E-11
609.16,6.34286E-10,1.34249E-10,1.9507E-09,2.4409E-11,1.13909E-10
609.76,4.8869E-10,-9.77917E-11,1.8724E-09,2.07807E-10,1.05941E-10
610.35,5.38449E-10,1.4693E-10,9.78521E-10,2.08151E-10,5.71396E-11
610.94,5.38699E-10,1.34749E-10,1.14214E-09,-2.44998E-11,1.30665E-10
611.53,2.94395E-10,9.81855E-11,1.63473E-09,2.20917E-10,8.18212E-11
612.12,1.86738E-09,1.7209E-10,-1.80098E-09,9.83371E-11,1.63895E-10
612.72,0,1.96828E-10,2.78551E-09,-6.15087E-11,3.03443E-10
613.31,4.57828E-09,3.81733E-10,1.14811E-09,9.85117E-11,-6.56744E-11
613.90,0,3.69885E-11,1.3959E-09,9.8636E-11,8.21967E-12
614.49,1.23315E-09,2.22088E-10,8.21697E-11,1.23382E-10,1.89186E-10
615.09,-3.11218E-09,1.35924E-10,1.81044E-09,9.88536E-11,-1.15329E-10
615.68,9.39986E-10,1.11375E-10,1.07139E-09,1.2375E-10,-8.25002E-12
616.27,1.53441E-09,5.32387E-10,8.24552E-10,9.90488E-11,6.60326E-11
616.86,4.45939E-10,1.73516E-10,1.32066E-09,7.43639E-11,9.08892E-11
617.46,1.48869E-10,7.44754E-11,1.32264E-09,1.48951E-10,-8.27505E-11
618.05,8.93794E-10,1.61468E-10,9.9262E-10,1.36627E-10,1.15926E-10
618.64,2.13924E-09,7.8399E-10,1.40889E-09,2.98663E-10,-5.80733E-11
619.23,3.48564E-10,3.86122E-10,1.24426E-09,6.22777E-11,9.13406E-11
619.83,5.98237E-10,4.98804E-11,1.74401E-09,1.99522E-10,1.41328E-10
620.42,3.49464E-10,3.74631E-10,3.24344E-09,6.24385E-11,-4.99508E-11
621.01,1.39928E-09,2.50009E-11,7.49249E-10,3.75013E-11,8.33362E-12
621.61,0,2.25436E-10,2.50225E-09,2.25436E-10,-8.34948E-11
622.20,6.01712E-10,3.01021E-10,3.34121E-10,1.75596E-10,-1.67234E-11
622.79,7.02541E-10,6.65269E-10,3.17661E-09,1.75732E-10,5.35563E-10
623.38,1.50708E-10,1.38225E-10,1.08792E-09,2.1362E-10,1.34036E-10
623.98,1.35796E-09,1.00645E-10,1.08919E-09,1.50967E-10,-5.87095E-11
624.57,4.52895E-10,6.29366E-10,1.00594E-09,2.13984E-10,9.2307E-11
625.16,5.54189E-10,2.01634E-10,9.23199E-10,1.89032E-10,-4.11669E-10
625.76,6.04801E-10,3.78208E-11,-3.19045E-09,1.00856E-10,-1.17665E-10
626.35,4.03674E-10,1.13596E-10,1.51304E-09,-1.26218E-11,2.01948E-10
626.94,7.57346E-10,-1.26294E-11,2.52326E-10,1.13664E-10,-2.52587E-11
627.54,3.53831E-10,2.65519E-10,1.26307E-09,3.79313E-10,-3.37167E-11
628.13,6.57518E-10,2.15076E-10,1.26384E-09,2.5303E-11,-5.06061E-11
628.73,4.04945E-10,1.13953E-10,1.5178E-09,1.01292E-10,-1.01292E-10
629.32,0,2.78888E-10,1.68848E-10,8.87372E-11,1.4367E-10
629.91,3.04467E-10,8.88516E-11,1.69066E-09,-5.07724E-11,1.86165E-10
630.51,4.57056E-10,2.41357E-10,1.94577E-09,-8.89208E-11,2.37122E-10
631.10,1.06752E-09,2.41596E-10,1.01619E-09,1.65303E-10,-5.93394E-11
631.69,1.52595E-10,1.14509E-10,1.27101E-09,-1.27232E-11,7.63395E-11
632.29,1.88409E-09,3.69383E-10,0,1.78323E-10,3.65137E-10
632.88,8.15072E-10,2.0388E-10,4.2431E-10,1.14682E-10,1.61405E-10
633.48,6.11628E-10,2.42236E-10,5.94348E-10,6.37462E-11,-8.49949E-12
634.07,5.60995E-10,1.40326E-10,1.6142E-09,8.92983E-11,1.27569E-10
634.66,5.60898E-10,1.27547E-10,1.69886E-09,1.53056E-10,2.55094E-11
635.26,3.06232E-10,1.915E-10,1.1053E-09,-1.27667E-11,1.02133E-10
635.85,2.55258E-10,-1.27699E-11,6.80356E-10,6.38495E-11,5.95929E-11
636.45,1.17439E-09,2.04354E-10,1.27589E-09,5.10885E-11,1.36236E-10
637.04,-3.57538E-10,2.55524E-10,2.89294E-09,5.11049E-11,5.96223E-11
637.64,3.57817E-10,5.11448E-11,1.10699E-09,3.83586E-11,5.11448E-11
638.23,3.57901E-10,1.6626E-10,1.44794E-09,2.17417E-10,4.26307E-11
638.82,8.70037E-10,1.5362E-10,-3.41025E-10,-3.20042E-10,-1.28017E-10
639.42,1.12664E-09,1.79337E-10,1.19434E-09,1.40908E-10,1.53717E-10
640.01,1.79322E-09,2.94762E-10,1.0242E-09,2.05052E-10,-1.53789E-10
640.61,8.20365E-10,8.97767E-11,2.56239E-10,2.18029E-10,8.55016E-12
641.20,6.67435E-10,-7.7054E-11,5.98688E-10,8.98963E-11,1.6267E-10
641.80,0,4.11435E-10,1.62691E-09,0,9.42871E-11
642.39,5.66248E-10,1.93145E-10,8.57533E-10,9.01343E-11,6.86738E-11
642.99,7.21266E-10,1.41755E-10,2.74634E-09,-5.15473E-11,-3.86605E-10
643.58,2.78478E-09,7.73974E-11,1.54634E-09,-9.54567E-10,-1.71994E-11
644.18,5.16305E-11,2.06636E-10,1.11812E-09,-1.29147E-11,0
644.77,1.03317E-10,2.45511E-10,8.60551E-10,-5.16866E-11,-2.58433E-11
645.37,3.62127E-10,2.07043E-10,7.75608E-10,-6.4701E-11,6.90144E-11
645.96,4.14198E-10,0,6.03744E-10,5.18031E-11,-6.0437E-11
646.56,4.14858E-10,-6.48571E-11,6.91093E-10,-7.78285E-11,0
647.15,7.78466E-10,3.11557E-10,1.90199E-09,1.03852E-10,2.59631E-11
647.75,1.55857E-10,0,-4.32724E-10,2.46909E-10,3.55202E-10
648.34,4.68032E-10,1.56096E-10,8.66304E-10,1.04064E-10,-4.33601E-11
648.94,5.20705E-10,4.03768E-10,1.12764E-09,1.30248E-11,4.51526E-10
649.53,2.45058E-09,3.26054E-10,7.8172E-10,3.91265E-11,1.8259E-10
650.13,0,-2.61317E-11,8.70153E-11,2.74383E-10,9.58161E-11
650.72,-1.56882E-10,7.84841E-11,1.74228E-10,2.61614E-11,8.72045E-12
651.32,2.09466E-10,1.83383E-10,1.65746E-09,4.06063E-10,1.65918E-10
651.92,5.24863E-10,6.56438E-11,1.31152E-09,-1.31288E-11,8.75251E-12
652.51,6.30809E-10,1.57789E-10,1.57625E-09,2.62981E-11,3.33109E-10
653.11,5.79413E-10,2.50338E-10,2.45692E-09,-7.90542E-11,0
653.70,5.80367E-10,6.59871E-11,-2.63675E-10,1.58369E-10,4.39914E-11
654.30,2.11162E-10,2.64097E-11,-1.84676E-09,-7.9229E-11,-8.80323E-11
654.89,5.28814E-10,6.6138E-10,1.84995E-09,1.05821E-10,1.32276E-10
655.49,4.2324E-10,1.32335E-10,2.90836E-09,1.72036E-10,-1.14691E-10
656.09,7.42217E-10,1.98917E-10,1.14811E-09,5.30446E-11,-8.84077E-12
656.68,1.00802E-09,1.06165E-10,1.06055E-09,5.30827E-11,-9.73183E-11
657.28,-2.12504E-10,2.39198E-10,1.8585E-09,2.25909E-10,-8.85918E-11
657.87,1.59535E-10,1.06415E-10,-1.77175E-10,1.33019E-10,3.54718E-11
658.47,5.85687E-10,1.33184E-11,1.15306E-09,-1.33184E-11,4.43946E-11
659.07,6.92901E-10,5.33293E-10,5.68257E-09,1.33323E-11,2.66647E-11
659.66,8.00896E-10,1.202E-10,1.7789E-10,5.34224E-11,1.78075E-11
660.26,-1.06855E-10,-4.00926E-11,1.24603E-09,6.68209E-11,1.15823E-10
660.86,8.55788E-10,4.28129E-10,1.51472E-09,2.8096E-10,2.67581E-11
661.45,3.21576E-10,8.04382E-11,7.14266E-10,-1.34064E-10,-2.41315E-10
662.05,8.5813E-10,6.70782E-11,3.30576E-09,1.74403E-10,-1.07325E-10
662.64,-6.44889E-10,6.72128E-11,6.2667E-10,-5.64588E-10,-7.16937E-11
663.24,-5.38343E-11,2.69319E-10,2.6904E-10,-1.07728E-10,8.97731E-11
663.84,3.77188E-10,1.34784E-10,1.43621E-09,8.22181E-10,-3.32467E-10
664.43,5.93746E-10,5.40065E-11,-3.5967E-10,9.45114E-11,5.40065E-11
665.03,1.19001E-09,2.30015E-10,8.10978E-10,-2.43546E-10,-9.02021E-12
665.63,4.33435E-10,9.48659E-11,2.70765E-10,1.35523E-11,-1.80697E-11
666.23,5.97259E-10,-4.88935E-10,9.94946E-10,1.49397E-10,1.81087E-10
666.82,1.52357E-09,1.49719E-10,1.35967E-09,-1.36108E-11,1.63329E-10
667.42,0,1.36473E-10,9.08877E-11,2.72946E-11,5.45892E-11
668.02,1.63973E-10,1.77735E-10,1.36577E-09,1.36719E-11,4.01042E-10
668.61,4.10462E-09,-1.77965E-10,1.45871E-09,-6.98169E-10,1.46022E-10
669.21,-5.47865E-11,-1.37042E-10,-4.56332E-10,-6.85208E-11,0
669.81,2.19555E-10,3.56973E-10,4.57183E-10,-8.23783E-11,1.83063E-10
670.40,1.26394E-09,1.78699E-10,-9.15453E-11,-2.74921E-11,8.24762E-11
671.00,3.30205E-10,-4.12982E-11,1.46686E-09,-1.37661E-11,-1.46838E-10
671.60,7.16831E-10,1.37928E-11,3.67427E-10,-6.89639E-11,1.83904E-11
672.20,4.41741E-10,-6.90599E-11,6.43891E-10,0,-5.52479E-11
672.79,9.9512E-10,-5.53148E-11,1.56563E-09,-4.14861E-11,-1.84383E-11
673.39,3.32106E-10,3.18443E-10,-6.45448E-10,1.52299E-10,-1.84605E-11
673.99,3.88111E-10,5.54749E-11,1.10835E-09,4.16062E-11,-5.27011E-10
674.59,-1.49882E-09,2.08284E-10,6.47323E-10,8.33135E-11,9.25705E-11
675.18,-3.89039E-10,-2.36332E-10,2.03683E-09,5.56075E-11,8.34113E-11
675.78,1.11385E-10,1.25377E-10,1.57718E-09,-9.75153E-11,1.85743E-11
676.38,-2.23051E-10,-5.57934E-11,1.3005E-09,7.67159E-10,1.85978E-10
676.98,-2.23386E-10,3.07324E-10,1.30245E-09,-1.67631E-10,-2.79385E-11
677.58,7.26859E-10,1.53843E-10,3.72567E-10,6.99287E-11,0
678.17,-2.24067E-10,-1.12095E-10,1.58636E-09,2.80237E-11,2.80237E-11
678.77,1.06544E-09,-1.2624E-10,0,1.54294E-10,1.40267E-10
679.37,5.6171E-10,5.62019E-11,5.24008E-09,0,-1.49872E-10
679.97,2.92451E-09,8.15937E-10,1.21795E-09,3.37629E-10,5.62715E-11
680.57,-3.94156E-10,9.85931E-11,4.69004E-10,-2.81694E-11,-1.87796E-11
681.16,2.82016E-10,4.23256E-11,4.69798E-10,-1.55194E-10,2.82171E-11
681.76,-2.8229E-10,-5.64889E-11,-2.82152E-10,-4.23667E-11,-6.59038E-11
682.36,0,-1.41386E-10,7.5328E-10,8.48318E-11,1.03683E-10
682.96,1.13158E-10,7.07627E-11,1.13103E-09,-1.41525E-10,-3.77401E-11
683.56,3.97062E-10,1.41886E-11,1.98434E-09,2.69583E-10,1.13509E-10
684.16,-5.68402E-11,-3.83882E-10,-7.575E-10,-1.42178E-10,-4.07578E-10
684.75,2.84571E-10,1.42363E-11,-2.84432E-10,2.84727E-11,1.42363E-10
685.35,0,1.85232E-10,-4.74461E-10,7.1243E-11,5.69944E-11
685.95,-1.14104E-10,4.85207E-10,7.60321E-10,5.70832E-11,0
686.55,6.85434E-10,1.57165E-10,3.14004E-09,-2.85754E-11,7.2391E-10
687.15,-1.1444E-10,4.29385E-11,-5.24261E-09,-1.28816E-10,-7.63352E-11
687.75,1.71843E-10,-7.16407E-11,0,-6.01782E-10,-5.73125E-11
688.35,5.16098E-10,5.73757E-11,0,7.17196E-11,-9.56262E-12
688.95,1.72296E-10,-2.87317E-11,0,8.04487E-10,3.4478E-10
689.54,3.44968E-10,4.31446E-11,-1.24511E-09,-2.01342E-10,1.53403E-10
690.14,9.78887E-10,-1.00823E-10,2.39806E-09,-1.7284E-10,2.20851E-10
690.74,1.72862E-10,-1.44131E-11,0,7.20656E-11,-3.8435E-11
691.34,3.45866E-10,-2.59542E-10,1.82451E-09,-2.8838E-11,-5.76759E-11
691.94,2.3098E-10,-5.77768E-11,8.65754E-10,1.7333E-10,-9.62946E-12
692.54,6.93798E-10,2.74779E-10,2.1189E-09,-2.16931E-10,-9.64137E-12
693.14,-1.15714E-10,1.44721E-10,2.89143E-10,1.30249E-10,3.85924E-11
693.74,1.67994E-09,1.73882E-10,1.93002E-10,-2.17353E-10,-2.80143E-10
694.34,2.89975E-10,1.16054E-10,9.66113E-11,0,1.16054E-10
694.94,4.64538E-10,0,7.73852E-10,2.90495E-11,2.90495E-11
695.54,7.55766E-10,8.72516E-11,-1.93692E-10,-1.16335E-10,0
696.14,-1.28009E-09,-7.27725E-11,1.35701E-09,1.16436E-10,5.8218E-11
696.74,9.32038E-10,1.60282E-10,2.13488E-09,7.28554E-11,8.74265E-11
697.34,-8.15669E-10,-2.9147E-11,0,7.28676E-11,9.71568E-12
697.94,8.75339E-10,2.9194E-11,1.16655E-09,1.75164E-10,5.83879E-11
698.54,0,1.75308E-10,1.84856E-09,1.4609E-10,0
699.14,-2.33758E-10,2.92358E-11,2.92056E-10,5.84717E-11,1.94906E-11
699.74,-2.3985E-09,1.4633E-11,1.94905E-10,2.92661E-11,-3.90214E-11
700.34,5.8574E-11,7.32577E-11,1.95152E-10,2.93031E-11,-2.83263E-10
700.94,6.45084E-10,1.6136E-10,2.93077E-10,1.32021E-10,-9.77937E-12
701.54,1.99641E-09,1.76251E-10,-3.91263E-10,2.05626E-10,2.64376E-10
702.14,2.35046E-10,3.08668E-10,1.27255E-09,1.46985E-11,6.85928E-11
702.74,-7.05544E-10,6.47104E-10,7.83556E-10,8.82415E-11,4.9023E-11
703.34,6.47365E-10,-2.94418E-11,1.76468E-09,-2.94418E-11,9.81394E-12
703.94,1.17907E-10,2.0645E-10,8.83869E-10,8.84786E-11,-1.27802E-10
704.54,4.72038E-10,1.47593E-11,3.04709E-09,1.47593E-11,5.41173E-10
705.14,3.72195E-09,-3.2511E-10,4.92081E-10,-1.47777E-10,2.1674E-10
705.74,7.09337E-10,8.87158E-11,1.47706E-09,1.4786E-10,4.92865E-11
706.34,5.91738E-10,8.88095E-11,3.943E-10,1.77619E-10,2.96032E-11
706.94,-1.18478E-10,1.92633E-10,-1.57894E-09,-1.62997E-10,1.97572E-11
707.54,0,7.41707E-11,9.87919E-11,-1.48341E-11,-1.6812E-10
708.14,2.37519E-10,2.52502E-10,-3.95672E-10,1.78237E-10,1.78237E-10
708.74,0,2.97307E-11,5.93998E-10,-1.33788E-10,1.98205E-11
709.34,-1.19025E-10,-2.67953E-10,-1.09053E-09,-2.97726E-11,-1.58787E-10
709.94,4.76662E-10,1.04327E-10,-9.92561E-11,-1.78846E-10,8.94231E-11
710.54,1.78947E-10,1.79045E-10,7.94932E-10,1.93966E-10,-4.47613E-10
711.14,7.16816E-10,7.47093E-10,4.97546E-10,-1.6436E-10,1.49419E-10
711.75,5.38187E-10,3.14115E-10,-2.98847E-10,7.47892E-11,-6.98033E-11
712.35,1.19735E-10,0,-5.58491E-09,8.98505E-11,-9.98339E-12
712.95,-1.19797E-10,2.99656E-11,-2.99346E-10,-1.07876E-09,4.99427E-11
713.55,-5.99593E-11,7.49903E-11,1.59814E-09,-1.79977E-10,-3.99948E-11
714.15,-1.20123E-10,7.51179E-11,1.10059E-09,5.10802E-10,0
714.75,-1.14182E-09,1.3529E-10,-1.10122E-09,-1.50322E-11,4.00859E-11
715.35,9.62616E-10,-7.52456E-11,1.10246E-09,1.20393E-10,1.1036E-10
715.95,1.80732E-10,-3.01386E-11,5.01789E-10,7.53465E-11,9.04158E-11
716.56,1.80998E-10,3.1692E-10,8.04042E-10,-7.54571E-11,-1.00609E-11
717.16,6.04037E-10,1.51092E-11,4.02495E-10,-1.81311E-10,8.05825E-11
717.76,5.44038E-10,4.53614E-11,0,1.20964E-10,4.03212E-11
718.36,-1.09063E-09,-1.81872E-10,-1.00935E-10,-9.09359E-11,-1.21248E-10
718.96,1.21302E-10,0,1.4145E-09,2.73079E-10,2.32623E-10
719.56,-2.42985E-10,-4.55847E-11,0,-1.21559E-10,8.10394E-11
720.17,0,1.6743E-10,5.06838E-10,1.52209E-10,0
720.77,6.08962E-11,3.04648E-11,-4.26066E-09,0,1.11704E-10
721.37,-4.87734E-10,1.98251E-10,6.09371E-10,2.28751E-10,-2.13501E-10
721.97,6.10455E-11,3.05395E-11,9.15236E-10,6.1079E-11,-3.05395E-11
722.57,0,-1.83649E-10,5.09607E-10,1.37737E-10,-1.02027E-10
723.18,0,-3.06373E-11,-5.10093E-10,-7.65933E-11,3.16586E-10
723.78,1.83935E-10,2.30045E-10,5.71964E-09,-1.22691E-10,8.17939E-11
724.38,0,-6.13977E-11,9.20012E-10,-2.45591E-10,-7.16307E-11
724.98,6.75719E-10,3.68776E-10,-5.11659E-10,1.53657E-10,1.12682E-10
725.59,1.23106E-10,2.30951E-10,7.17769E-10,-2.92538E-10,5.9534E-10
726.19,1.23146E-10,9.24104E-11,-1.02572E-10,7.70087E-11,1.02678E-10
726.79,2.77483E-09,3.08483E-11,0,1.07969E-10,0
727.39,1.23474E-09,3.70624E-10,1.74836E-09,2.62526E-10,-7.20659E-11
728.00,-1.85222E-10,4.32421E-10,-3.08552E-10,-4.63308E-11,8.23659E-11
728.60,4.94588E-10,2.62894E-10,4.11956E-10,9.27861E-11,1.03096E-10
729.20,-6.19093E-11,-1.23887E-10,-1.34071E-09,-9.29149E-11,4.12955E-11
729.80,1.11515E-09,3.7192E-10,8.25634E-10,1.23973E-10,-1.54967E-10
730.41,5.58141E-10,0,1.44633E-09,-1.1169E-09,-3.92982E-10
731.01,6.2047E-11,-6.2081E-11,5.16806E-10,-3.10405E-11,6.2081E-11
731.61,-3.10575E-10,1.86447E-10,5.17372E-10,1.08761E-10,1.55373E-10
732.22,0,4.66831E-11,-1.24359E-09,0,6.22441E-11
732.82,2.49129E-10,3.73899E-10,7.26273E-10,1.24633E-10,1.86949E-10
733.42,3.11611E-10,-1.09124E-10,1.66111E-09,0,5.19636E-11
734.02,6.86348E-10,1.24859E-10,3.11824E-10,-2.02896E-10,7.28345E-11
734.63,6.86338E-10,-6.24286E-11,1.0394E-09,0,3.43357E-10
735.23,5.62214E-10,0,1.14469E-09,2.03133E-10,2.60427E-10
735.83,6.88232E-10,1.87803E-10,-3.1268E-10,4.69507E-11,3.96472E-10
736.44,-2.12972E-09,7.83416E-11,-9.39125E-10,1.72351E-10,-4.17822E-11
737.04,2.50832E-10,2.5097E-10,2.08925E-09,1.25485E-10,-1.98684E-10
737.64,-5.0243E-10,1.57096E-11,7.32353E-10,1.25676E-10,3.14191E-11
738.25,1.25705E-10,2.82992E-10,4.18813E-10,-7.86089E-10,1.67699E-10
738.85,1.88829E-10,1.41699E-10,1.04854E-10,-1.41699E-10,1.36451E-10
739.46,-1.26009E-10,7.8799E-11,1.04957E-10,-2.36397E-10,3.15196E-11
740.06,-4.41768E-10,0,-1.15645E-09,-1.89433E-10,-9.47165E-11
740.66,1.01126E-09,1.26477E-10,-6.31732E-10,1.89716E-10,2.10796E-11
741.27,9.49441E-10,4.74981E-11,8.11904E-09,-6.33308E-11,-7.38859E-11
